@pvcresinfmsfms	1432545360	ツイッターIDさらしていこ #EP演習
@Juckenjack	1432545362	盛り上がってるのかぁ#EP演習
@kkrnt	1432545364	今年は自分のID晒さないのか。#EP演習
@revC_Rain	1432545366	しゅんやじゃね？　#EP演習
@sskai_fms	1432545371	並んでる1年生の声「まじかよぉ…」#EP演習
@fms_hama	1432545372	しゅんやーー！！#EP演習
@kuni0805	1432545378	しゅんやきた！#EP演習
@fajiken1226	1432545379	皆すげぇなおい #EP演習
@matatsuna	1432545379	しゅんや～～！！#EP演習
@knt800_run	1432545380	しゅんや（笑）　#EP演習
@nagistars_fms	1432545382	どっかで見たパックマンだ…　　#EP演習
@mugityalove	1432545383	(みんなHSPの後ろ画面黒いんだな） #EP演習
@liz_ei	1432545384	パックマン #ep演習
@7th_FMS	1432545388	なんだこれｗｗ　#EP演習
@100kw	1432545388	拍手は盛大に！#EP演習
@ttysnk81	1432545388	わーーーーー　#EP演習
@matatsuna	1432545388	カウントダウンタイマー#EP演習
@FMS_Cat	1432545388	パッチギを感じる始まり方だった #EP演習
@mugityalove	1432545391	消火栓が本体の人だ！！！  #EP演習
@kaz_tch	1432545392	こいつらプログラミング初めて一ヶ月とか頭おかしいw #EP演習
@tkhs256	1432545393	開始押してスタート　#EP演習
@irucalab	1432545398	tweetdeckが追ついてないきがする #EP演習
@satoken_fms	1432545404	パックマンだ！ #EP演習
@nagistars_fms	1432545406	即詰んだぞｗｗｗ　　#EP演習
@fms_hama	1432545407	いいよいいよ#EP演習
@FMS_Lichen	1432545407	既視感… #EP演習
@mugityalove	1432545409	ｗｗｗ　積むの早っ！！！ｗｗｗ  #EP演習
@kabocha_muri	1432545409	即詰みwww #EP演習
@revC_Rain	1432545409	死んだwwww#EP演習
@senninmame	1432545410	つんだｗｗｗｗ　#EP演習
@nao_minty	1432545411	どーいうことやwwwwww #EP演習
@sy_724	1432545412	詰んだｗｗｗｗｗｗｗ #EP演習
@5618kurokki	1432545412	パッ◯マン #EP演習
@pvcresinfmsfms	1432545413	５秒で死んだｗｗ #EP演習
@As2Ca_fms	1432545413	はやいはやいｗ #EP演習
@sskai_fms	1432545415	自分でカウント決められるのか#EP演習
@l00kw	1432545419	まじで困ってる。“@irucaice2: tweetdeckが追ついてないきがする #EP演習”
@liz_ei	1432545421	上下ループしてるのね #ep演習
@tkgdisco	1432545425	70秒待ち時間あるときに70秒びったりのゲームで遊べるということかー #EP演習
@mattyan777	1432545427	ゲームとして完成度高い #EP演習
@fmstiara	1432545427	自分で時間制限できるのか#EP演習
@nao_minty	1432545427	ぱっ⚫︎まん #EP演習
@HRYooba	1432545431	ちゃんとついてくるのはすごい！！ #EP演習
